
23:05:59 --> -1479.17, -1552.08, -1510.42, -1338.54, -1182.29, -1010.42, -854.17, -1041.67, -921.87, -864.58, -765.62, -864.58, -796.87, -994.79, -1140.63, -1312.50, -1343.75, -1567.71, -1479.17, -1062.50, -1213.54, -1135.42, -1062.50, -1098.96, -1265.63, -1234.38, -1437.50, -1552.08, -1463.54, -1427.08, -1187.50, -843.75, -750.00, -1135.42, -1223.96, -1375.00, -1354.17, -1635.42, -1572.92, -1406.25, -1270.83, -1192.71, -1083.33, -1114.58, -1088.54, -1145.83, -1151.04, -1166.67, -1109.38, -1098.96, -1296.88, -1083.33, -1171.88, -1156.25, -968.75, -1088.54, -1026.04, -1036.46, -937.50, 

23:07:00 --> -1041.67, -1052.08, -953.12, -1052.08, -1182.29, -1057.29, -1093.75, -1114.58, -1296.88, -1229.17, -1291.67, -1322.92, -1390.63, -1463.54, -1322.92, -1484.38, -1343.75, -1192.71, -1031.25, -1088.54, -796.87, -864.58, -713.54, -781.25, -1026.04, -1000.00, -1276.04, -1286.46, -1359.38, -1260.42, -1380.21, -1437.50, -1364.58, -1338.54, -1171.88, -1093.75, -1041.67, -1083.33, -1130.21, -1057.29, -1244.79, -1255.21, -1229.17, -1114.58, -854.17, -843.75, -885.42, -859.37, -765.62, -958.33, -1250.00, -1401.04, -1098.96, -963.54, -1026.04, -1010.42, -916.67, -942.71, -958.33, 

23:08:01 --> -1166.67, -1348.96, -1281.25, -1229.17, -1192.71, -1005.21, -838.54, -755.21, -734.37, -687.50, -802.08, -661.46, -786.46, -812.50, -927.08, -1015.62, -1296.88, -1276.04, -1197.92, -1307.29, -1223.96, -1166.67, -1088.54, -1229.17, -1338.54, -1125.00, -1302.08, -1140.63, -1223.96, -1270.83, -1296.88, -1239.58, -1208.33, -1057.29, -1140.63, -1098.96, -1135.42, -1041.67, -812.50, -875.00, -901.04, -968.75, -916.67, -895.83, -1020.83, -984.37, -1119.79, -1187.50, -1296.88, -1135.42, -1020.83, -802.08, -786.46, -739.58, -640.62, -718.75, -958.33, -1166.67, -1265.63, 

23:09:02 --> -1156.25, -854.17, -911.46, -932.29, -770.83, -895.83, -1151.04, -1166.67, -1156.25, -687.50, -666.67, -614.58, -869.79, -1072.92, -1177.08, -1187.50, -994.79, -963.54, -921.87, -713.54, -921.87, -796.87, -937.50, -1151.04, -1203.13, -1109.38, -1088.54, -1119.79, -1083.33, -1062.50, -921.87, -843.75, -937.50, -901.04, -937.50, -817.71, -817.71, -906.25, -942.71, -1031.25, -1010.42, -1088.54, -1114.58, -1192.71, -1317.71, -1171.88, -1005.21, -781.25, -630.21, -541.67, -552.08, -614.58, -635.42, -822.92, -1166.67, -1104.17, -916.67, -817.71, -864.58, 

23:10:03 --> -885.42, -864.58, -1250.00, -1078.13, -880.21, -833.33, -739.58, -645.83, -796.87, -677.08, -619.79, -604.17, -755.21, -927.08, -1046.88, -968.75, -1192.71, -1072.92, -692.71, -723.96, -755.21, -833.33, -848.96, -958.33, -1031.25, -916.67, -937.50, -713.54, -708.33, -703.12, -713.54, -718.75, -921.87, -937.50, -906.25, -1041.67, -1197.92, -1104.17, -994.79, -911.46, -703.12, -770.83, -609.37, -885.42, -765.62, -833.33, -734.37, -692.71, -791.67, -1088.54, -968.75, -937.50, -838.54, -708.33, -744.79, -765.62, -833.33, -770.83, -1062.50, 

23:11:05 --> -911.46, -1109.38, -953.12, -1031.25, -958.33, -989.58, -1322.92, -1114.58, -1380.21, -968.75, -1010.42, -937.50, -989.58, -901.04, -947.92, -843.75, -958.33, -1015.62, -927.08, -1005.21, -776.04, -765.62, -807.29, -791.67, -734.37, -593.75, -812.50, -828.12, -984.37, -932.29, -890.62, -869.79, -630.21, -526.04, -546.87, -479.17, -656.25, -760.42, -979.17, -1010.42, -1062.50, -875.00, -770.83, -677.08, -755.21, -802.08, -786.46, -703.12, -687.50, -723.96, -791.67, -703.12, -687.50, -1031.25, -880.21, -911.46, -932.29, -958.33, -1020.83, 

23:12:06 --> -994.79, -833.33, -906.25, -1005.21, -875.00, -927.08, -885.42, -838.54, -817.71, -708.33, -734.37, -656.25, -552.08, -578.12, -671.87, -760.42, -645.83, -614.58, -744.79, -708.33, -578.12, -625.00, -526.04, -755.21, -645.83, -770.83, -833.33, -963.54, -614.58, -473.96, -395.83, -416.67, -604.17, -744.79, -828.12, -786.46, -729.17, -619.79, -697.92, -453.12, -687.50, -817.71, -895.83, -812.50, -723.96, -802.08, -791.67, -640.62, -427.08, -791.67, -567.71, -562.50, -682.29, -515.62, -494.79, -531.25, -390.62, -651.04, -416.67, 

23:13:07 --> -640.62, -718.75, -729.17, -739.58, -817.71, -760.42, -869.79, -916.67, -781.25, -812.50, -770.83, -687.50, -708.33, -661.46, -687.50, -630.21, -432.29, -651.04, -682.29, -505.21, -619.79, -708.33, -583.33, -708.33, -703.12, -697.92, -666.67, -682.29, -718.75, -729.17, -843.75, -802.08, -765.62, -817.71, -885.42, -812.50, -812.50, -885.42, -906.25, -760.42, -739.58, -776.04, -687.50, -541.67, -630.21, -572.92, -614.58, -500.00, -468.75, -312.50, -401.04, 0.00, -510.42, -531.25, -296.87, -338.54, -328.12, -364.58, -369.79, 

23:14:08 --> -593.75, -562.50, -557.29, -463.54, -453.12, -453.12, -364.58, -338.54, -546.87, -510.42, -385.42, -359.37, -375.00, -390.62, -593.75, -322.92, -401.04, -447.92, -296.87, -338.54, -338.54, -401.04, -593.75, -671.87, -697.92, -692.71, -786.46, -807.29, -869.79, -703.12, -713.54, -578.12, -598.96, -604.17, -500.00, -635.42, -604.17, -494.79, -473.96, -484.37, -635.42, -708.33, -812.50, -578.12, -661.46, -671.87, -760.42, -562.50, -479.17, -442.71, -484.37, -630.21, -421.87, -494.79, -281.25, -364.58, -432.29, -437.50, -322.92, 

23:15:09 --> -442.71, -500.00, -734.37, -744.79, -755.21, -723.96, -713.54, -708.33, -552.08, -588.54, -656.25, -520.83, -536.46, -515.62, -630.21, -614.58, -479.17, -510.42, -484.37, -458.33, -635.42, -473.96, -510.42, -468.75, -557.29, -458.33, -484.37, -473.96, -463.54, -562.50, -473.96, -432.29, -515.62, -500.00, -609.37, -651.04, -635.42, -781.25, -692.71, -687.50, -692.71, -687.50, -546.87, -567.71, -567.71, -578.12, -598.96, -630.21, -614.58, -666.67, -697.92, -817.71, -703.12, -713.54, -463.54, -468.75, -442.71, -354.17, -427.08, 

23:16:11 --> -515.62, -682.29, -760.42, -651.04, -427.08, -375.00, -572.92, -651.04, -718.75, -729.17, -416.67, -500.00, -343.75, -291.67, -473.96, -598.96, -651.04, -604.17, -703.12, -697.92, -500.00, -578.12, -500.00, -552.08, -442.71, -515.62, -572.92, -380.21, -453.12, -531.25, -557.29, -588.54, -838.54, -760.42, -541.67, -505.21, -468.75, -447.92, -447.92, -479.17, -557.29, -250.00, -348.96, -375.00, -453.12, -281.25, -354.17, -406.25, -411.46, -505.21, -625.00, -583.33, -703.12, -723.96, -708.33, -531.25, -489.58, -520.83, -802.08, 

23:17:12 --> -505.21, -515.62, -510.42, -614.58, -682.29, -750.00, -463.54, -567.71, -421.87, -489.58, -286.46, -348.96, -437.50, -473.96, -234.37, -317.71, -348.96, -416.67, -421.87, -447.92, -489.58, -546.87, -557.29, -567.71, -656.25, -489.58, -635.42, -677.08, -526.04, -421.87, -520.83, -614.58, -572.92, -739.58, -593.75, -421.87, -286.46, -406.25, -651.04, -562.50, -666.67, -520.83, -552.08, -437.50, -406.25, -531.25, -619.79, -411.46, -447.92, -369.79, -265.62, -421.87, -541.67, -697.92, -713.54, -635.42, -479.17, -463.54, -677.08, 

23:18:13 --> -364.58, -437.50, -489.58, -609.37, -682.29, -541.67, -645.83, -473.96, -421.87, -192.71, -442.71, -588.54, -531.25, -625.00, -468.75, -500.00, -427.08, -520.83, -723.96, -682.29, -432.29, -255.21, -244.79, -406.25, -546.87, -526.04, -437.50, -515.62, -468.75, -583.33, -677.08, -588.54, -750.00, -453.12, -380.21, -468.75, -302.08, -380.21, -572.92, -411.46, -546.87, -588.54, -671.87, -661.46, -593.75, -640.62, -625.00, -484.37, -593.75, -447.92, -546.87, -484.37, -473.96, -348.96, -447.92, -411.46, -416.67, -505.21, -359.37, 

23:19:14 --> -572.92, -588.54, -531.25, -593.75, -463.54, -260.42, -385.42, -260.42, -468.75, -593.75, -468.75, -380.21, -421.87, -500.00, -692.71, -703.12, -437.50, -421.87, -265.62, -359.37, -156.25, -661.46, -557.29, -598.96, -520.83, -411.46, -427.08, -494.79, -317.71, -458.33, -411.46, -541.67, -703.12, -625.00, -526.04, -239.58, -286.46, -276.04, -432.29, -557.29, -255.21, -354.17, -302.08, -463.54, -583.33, -484.37, -583.33, -432.29, -380.21, -421.87, -458.33, -458.33, -505.21, -510.42, -281.25, -484.37, -468.75, -500.00, -468.75, 

23:20:15 --> -489.58, -500.00, -432.29, -609.37, -588.54, -651.04, -645.83, -510.42, -520.83, -541.67, -463.54, -302.08, -411.46, -406.25, -447.92, -380.21, -255.21, -713.54, -520.83, -588.54, -401.04, -390.62, -229.17, -333.33, -156.25, -333.33, -427.08, -536.46, -510.42, -593.75, -468.75, -500.00, -447.92, -447.92, -354.17, -500.00, -593.75, -484.37, -546.87, -619.79, -421.87, -270.83, -343.75, -432.29, -255.21, -286.46, -265.62, -281.25, -296.87, -369.79, -359.37, -380.21, -406.25, -421.87, -447.92, -500.00, -505.21, -494.79, -468.75, 

23:21:17 --> -500.00, -619.79, -463.54, -453.12, -437.50, -286.46, -364.58, -390.62, -307.29, -442.71, -515.62, -578.12, -375.00, -369.79, -276.04, -348.96, -473.96, -546.87, -593.75, -468.75, -281.25, -380.21, -317.71, -411.46, -484.37, -510.42, -500.00, -526.04, -593.75, -651.04, -364.58, -390.62, -375.00, -385.42, -458.33, -343.75, -380.21, -411.46, -395.83, -421.87, -437.50, -244.79, -239.58, -218.75, -218.75, -281.25, -296.87, -375.00, -348.96, -312.50, -432.29, -484.37, -593.75, -463.54, -421.87, -369.79, -380.21, -468.75, -677.08, 

23:22:18 --> -661.46, -291.67, -437.50, -520.83, -359.37, -354.17, -359.37, -526.04, -354.17, -380.21, -416.67, -406.25, -427.08, -494.79, -526.04, -546.87, -578.12, -364.58, -385.42, -421.87, -218.75, -328.12, -244.79, -296.87, -390.62, -510.42, -489.58, -562.50, -401.04, -473.96, -322.92, -369.79, -281.25, -416.67, -479.17, -390.62, -572.92, -552.08, -338.54, -432.29, -229.17, -354.17, -265.62, -380.21, -520.83, -463.54, -380.21, -369.79, -401.04, -359.37, -442.71, -354.17, -406.25, -364.58, -375.00, -453.12, -473.96, -520.83, -515.62, 

23:23:19 --> -494.79, -526.04, -562.50, -541.67, -437.50, -531.25, -333.33, -401.04, -348.96, -348.96, -333.33, -364.58, -437.50, -343.75, -354.17, -348.96, -380.21, -364.58, -192.71, -265.62, -296.87, -343.75, -312.50, -369.79, -395.83, -458.33, -494.79, -375.00, -500.00, -500.00, -494.79, -494.79, -546.87, -322.92, -458.33, -385.42, -437.50, -369.79, -375.00, -468.75, -333.33, -307.29, -286.46, -380.21, -411.46, -354.17, -406.25, -453.12, -494.79, -468.75, -515.62, -541.67, -364.58, -500.00, -348.96, -354.17, -369.79, -250.00, -322.92, 

23:24:20 --> -208.33, -484.37, -437.50, -411.46, -411.46, -343.75, -473.96, -479.17, -286.46, -354.17, -359.37, -380.21, -411.46, -260.42, -276.04, -333.33, -546.87, -468.75, -500.00, -505.21, -520.83, -578.12, -520.83, -359.37, -348.96, -322.92, -343.75, -354.17, -375.00, -494.79, -239.58, -390.62, -302.08, -432.29, -213.54, -244.79, -244.79, -234.37, -364.58, -348.96, -182.29, -208.33, -213.54, -270.83, -369.79, -390.62, -395.83, -338.54, -479.17, -348.96, -432.29, -427.08, -411.46, -265.62, -281.25, -364.58, -354.17, -322.92, -546.87, 

23:25:21 --> -312.50, -307.29, -286.46, -354.17, -276.04, -348.96, -458.33, -484.37, -421.87, -380.21, -359.37, -312.50, -411.46, -322.92, -343.75, -401.04, -463.54, -552.08, -328.12, -328.12, -244.79, -296.87, -343.75, -151.04, -203.12, -322.92, -364.58, -447.92, -390.62, -484.37, -526.04, -390.62, -369.79, -229.17, -359.37, -270.83, -348.96, -421.87, -390.62, -458.33, -447.92, -494.79, -343.75, -338.54, -385.42, -208.33, -255.21, -244.79, -244.79, -291.67, -354.17, -348.96, -380.21, -354.17, -364.58, -427.08, -380.21, -296.87, -286.46, 

