177.08, 

00:31:39 --> 15.63, 15.63, 20.83, 5.21, 0.00, 15.63, 10.42, 15.63, 15.63, 15.63, 0.00, 15.63, 41.67, 20.83, 10.42, 15.63, 78.12, 20.83, 20.83, 5.21, 26.04, -20.83, -10.42, -20.83, -26.04, -26.04, -5.21, 15.63, 26.04, 31.25, 31.25, 31.25, 52.08, 46.88, 46.88, 67.71, 26.04, 10.42, 20.83, 15.63, 15.63, 10.42, 31.25, 15.63, -15.63, -15.63, -20.83, -20.83, 15.63, 0.00, -26.04, -15.63, 5.21, -20.83, -26.04, -20.83, -26.04, -26.04, -31.25, 

00:32:40 --> -5.21, -72.92, 0.00, 0.00, 31.25, 26.04, 5.21, 36.46, 26.04, 15.63, 26.04, 15.63, 31.25, 41.67, 31.25, 78.12, 72.92, 41.67, 41.67, 67.71, 36.46, 15.63, -15.63, -67.71, -5.21, 5.21, 10.42, 31.25, 15.63, 15.63, 20.83, 10.42, 5.21, 10.42, 20.83, -5.21, 5.21, 41.67, 52.08, 57.29, 57.29, 46.88, 26.04, 26.04, 36.46, 52.08, 26.04, 62.50, 62.50, 36.46, 46.88, 10.42, 41.67, 52.08, 31.25, 62.50, 15.63, 26.04, 31.25, 

00:33:41 --> 26.04, 10.42, -10.42, 46.88, -31.25, -15.63, -20.83, -15.63, 10.42, 10.42, 0.00, 0.00, 15.63, 36.46, 15.63, 20.83, 52.08, 15.63, 20.83, 5.21, 15.63, 31.25, 31.25, 15.63, 41.67, 26.04, 31.25, 26.04, 15.63, 41.67, 10.42, 78.12, 15.63, 5.21, 10.42, 26.04, 15.63, 26.04, 20.83, 20.83, 15.63, 36.46, 15.63, 41.67, 31.25, 26.04, 20.83, 15.63, 20.83, 5.21, 20.83, 41.67, 41.67, 46.88, 31.25, 46.88, 20.83, 62.50, 46.88, 

00:34:42 --> 62.50, 62.50, 52.08, 62.50, 36.46, 31.25, 31.25, 20.83, 36.46, -5.21, 15.63, 5.21, 10.42, 26.04, 26.04, 20.83, 20.83, 26.04, 31.25, 20.83, 26.04, 26.04, 15.63, -15.63, 5.21, -36.46, -10.42, -15.63, -15.63, -26.04, -15.63, -20.83, -10.42, -15.63, -5.21, -5.21, -5.21, -10.42, -10.42, 5.21, 36.46, 20.83, 31.25, 41.67, 20.83, 20.83, 57.29, 26.04, 0.00, 5.21, 15.63, 36.46, 26.04, 36.46, 31.25, 10.42, 26.04, 5.21, 36.46, 

00:35:43 --> 20.83, 20.83, 20.83, 26.04, 41.67, 26.04, 10.42, 15.63, 62.50, 15.63, 52.08, 20.83, 15.63, 31.25, 20.83, 0.00, 52.08, 20.83, 31.25, 26.04, 36.46, 20.83, 36.46, 26.04, 15.63, 31.25, 52.08, 36.46, 31.25, 15.63, 36.46, 15.63, 26.04, 31.25, 41.67, 52.08, 15.63, -26.04, -15.63, -20.83, 41.67, 31.25, 20.83, 10.42, 20.83, 41.67, 15.63, 0.00, 31.25, 15.63, 10.42, 26.04, 41.67, 5.21, 0.00, 10.42, 26.04, 26.04, 15.63, 

00:36:45 --> 20.83, 15.63, 20.83, 20.83, 41.67, 10.42, 15.63, -5.21, -15.63, 15.63, -20.83, -15.63, -20.83, -26.04, -10.42, -20.83, 31.25, -15.63, -135.42, -5.21, -20.83, 31.25, 15.63, 10.42, 26.04, 36.46, 5.21, 26.04, 15.63, 10.42, 26.04, 31.25, 26.04, 26.04, 41.67, 10.42, 20.83, 26.04, 26.04, 15.63, 20.83, 26.04, 20.83, 26.04, 15.63, 15.63, 46.88, 15.63, 20.83, 15.63, 15.63, 0.00, -5.21, -15.63, 20.83, 26.04, 15.63, 15.63, 15.63, 

00:37:46 --> 20.83, 31.25, 62.50, -20.83, -10.42, -15.63, -20.83, -20.83, -10.42, 5.21, -10.42, 31.25, -20.83, -15.63, -20.83, -15.63, -15.63, -26.04, -20.83, 0.00, 15.63, 20.83, 31.25, 26.04, 20.83, 20.83, 10.42, 15.63, 10.42, 20.83, -5.21, 31.25, 26.04, 57.29, 52.08, 83.33, 20.83, 26.04, 36.46, 31.25, 20.83, -10.42, -5.21, -5.21, -10.42, 36.46, 20.83, 31.25, 15.63, 15.63, 5.21, 5.21, 20.83, 10.42, -5.21, 31.25, 31.25, 46.88, 31.25, 

00:38:47 --> 41.67, 31.25, 41.67, 52.08, 31.25, 36.46, 52.08, 57.29, 57.29, 41.67, 57.29, 78.12, 36.46, 36.46, 15.63, -15.63, 15.63, 31.25, 20.83, 0.00, 10.42, 15.63, 31.25, 15.63, 31.25, 15.63, 26.04, 15.63, 36.46, 5.21, 26.04, 31.25, 26.04, 41.67, 41.67, 31.25, 31.25, 26.04, 36.46, 36.46, 20.83, 10.42, 15.63, 26.04, 20.83, 15.63, 20.83, 10.42, 15.63, 15.63, 36.46, 26.04, 31.25, 20.83, 31.25, 20.83, 10.42, 5.21, 20.83, 

00:39:48 --> 20.83, 20.83, 20.83, 15.63, 10.42, -5.21, -15.63, 5.21, -10.42, -10.42, -10.42, 0.00, -20.83, -15.63, 15.63, 20.83, 15.63, 15.63, 46.88, 26.04, 31.25, 41.67, 57.29, 67.71, 46.88, 41.67, 36.46, 26.04, 15.63, 20.83, 52.08, 52.08, 36.46, 15.63, 26.04, 57.29, 5.21, 31.25, 10.42, 0.00, 10.42, 15.63, 10.42, 26.04, 10.42, 15.63, 5.21, 20.83, 31.25, 15.63, 26.04, 26.04, 26.04, 20.83, 15.63, 15.63, 15.63, 20.83, 31.25, 

00:40:49 --> 10.42, 31.25, 36.46, 5.21, -5.21, 26.04, 20.83, 5.21, 15.63, 10.42, 5.21, 41.67, 31.25, 26.04, 15.63, 20.83, 31.25, 31.25, 20.83, 20.83, 15.63, 41.67, 62.50, 67.71, 52.08, 26.04, 31.25, 41.67, 36.46, 31.25, 31.25, 20.83, 31.25, 41.67, 36.46, 36.46, 36.46, 31.25, 10.42, 31.25, 41.67, 26.04, 26.04, 31.25, 0.00, 57.29, 15.63, 15.63, 36.46, 20.83, 57.29, 57.29, 26.04, 10.42, 0.00, 10.42, 0.00, -62.50, -20.83, 

00:41:51 --> -20.83, -46.88, -10.42, -20.83, 0.00, -10.42, 0.00, -10.42, 20.83, 26.04, -15.63, 0.00, 0.00, -10.42, 0.00, -20.83, -52.08, 20.83, 26.04, 109.37, 41.67, 83.33, 31.25, 62.50, 26.04, 52.08, 36.46, 15.63, 5.21, 5.21, 20.83, 15.63, 20.83, 20.83, 15.63, 20.83, 31.25, 20.83, 20.83, 10.42, 15.63, 36.46, 41.67, 15.63, 20.83, 20.83, 36.46, 20.83, 31.25, 26.04, 0.00, 10.42, 20.83, 5.21, 26.04, 36.46, 10.42, 26.04, 10.42, 

00:42:52 --> 20.83, 0.00, 15.63, 72.92, 20.83, 0.00, -15.63, -15.63, -26.04, -26.04, -10.42, -10.42, -10.42, -31.25, -31.25, -10.42, -15.63, -20.83, -10.42, -20.83, 52.08, 31.25, 67.71, 46.88, 57.29, 36.46, 46.88, 36.46, 41.67, 46.88, 46.88, 46.88, 67.71, 31.25, 52.08, 52.08, 26.04, 46.88, 36.46, 26.04, -5.21, -5.21, 20.83, 26.04, 15.63, 20.83, 15.63, 26.04, 20.83, 15.63, -15.63, -20.83, 5.21, -15.63, -15.63, -5.21, -31.25, -5.21, -15.63, 

00:43:53 --> 20.83, 36.46, 41.67, 41.67, 41.67, 52.08, 26.04, 31.25, 41.67, 31.25, 20.83, 10.42, 36.46, -5.21, -5.21, 15.63, 36.46, 26.04, 15.63, 26.04, 57.29, 10.42, 88.54, 31.25, 52.08, 15.63, 31.25, 10.42, 31.25, 5.21, 26.04, -20.83, 15.63, 62.50, 36.46, 36.46, 20.83, 93.75, 31.25, 78.12, 26.04, 41.67, 36.46, 41.67, 31.25, 20.83, 15.63, 31.25, 20.83, 10.42, 26.04, 10.42, 10.42, 20.83, -5.21, -10.42, 5.21, -15.63, 0.00, 

00:44:54 --> 0.00, -15.63, 5.21, 15.63, 15.63, 5.21, 15.63, 15.63, 20.83, 15.63, 10.42, 36.46, 20.83, 26.04, 10.42, 5.21, 5.21, 20.83, 26.04, 26.04, 26.04, 41.67, 20.83, 31.25, 41.67, 41.67, 15.63, 10.42, -10.42, -26.04, -26.04, -15.63, -20.83, -20.83, -5.21, -31.25, -15.63, 5.21, 26.04, 26.04, 15.63, 26.04, -15.63, -10.42, -15.63, -10.42, -31.25, -10.42, 15.63, -10.42, 0.00, 15.63, 15.63, 10.42, 20.83, 52.08, 41.67, 36.46, 41.67, 

